user_id,event_date,category,device,event_type,order_value,returned
U103650,2025-12-05,Beauty,Desktop,view,,
U103650,2025-10-10,Western Wear,Mobile App,view,,
U103650,2025-10-10,Western Wear,Mobile App,add_to_cart,,
U103650,2025-10-10,Western Wear,Mobile App,checkout,,
U103650,2025-10-10,Western Wear,Mobile App,purchase,1516.95,0.0
U103650,2025-10-23,Ethnic Wear,Mobile Web,view,,
U103650,2025-10-23,Ethnic Wear,Mobile Web,add_to_cart,,
U103650,2025-09-23,Accessories,Desktop,view,,
U103650,2025-10-24,Beauty,Desktop,view,,
U103651,2025-10-22,Kids,Mobile Web,view,,
U103651,2025-10-22,Kids,Mobile Web,add_to_cart,,
U103651,2025-10-22,Kids,Mobile Web,checkout,,
U103651,2025-10-22,Kids,Mobile Web,purchase,1308.23,0.0
U103651,2025-09-14,Kids,Mobile App,view,,
U103651,2025-04-28,Beauty,Mobile Web,view,,
U103651,2025-04-28,Beauty,Mobile Web,add_to_cart,,
U103651,2025-02-19,Ethnic Wear,Mobile App,view,,
U103651,2025-02-19,Ethnic Wear,Mobile App,add_to_cart,,
U103652,2025-09-17,Beauty,Mobile App,view,,
U103652,2025-12-22,Accessories,Mobile App,view,,
U103652,2025-12-22,Accessories,Mobile App,add_to_cart,,
U103652,2025-12-22,Accessories,Mobile App,checkout,,
U103652,2025-12-22,Accessories,Mobile App,purchase,940.73,0.0
U103652,2025-11-04,Footwear,Mobile Web,view,,
U103652,2025-08-28,Accessories,Mobile Web,view,,
U103652,2025-05-31,Footwear,Desktop,view,,
U103652,2025-05-31,Footwear,Desktop,add_to_cart,,
U103652,2025-05-31,Footwear,Desktop,checkout,,
U103652,2025-05-31,Footwear,Desktop,purchase,2697.34,1.0
U103653,2025-11-07,Accessories,Mobile Web,view,,
U103653,2025-12-18,Kids,Mobile App,view,,
U103653,2025-12-18,Kids,Mobile App,add_to_cart,,
U103653,2025-12-18,Kids,Mobile App,checkout,,
U103653,2025-12-28,Accessories,Mobile App,view,,
U103653,2025-12-28,Accessories,Mobile App,add_to_cart,,
U103653,2025-12-28,Accessories,Mobile App,checkout,,
U103653,2025-12-28,Accessories,Mobile App,purchase,3077.55,0.0
U103653,2025-12-18,Beauty,Mobile Web,view,,
U103653,2025-12-18,Beauty,Mobile Web,add_to_cart,,
U103653,2025-12-18,Beauty,Mobile Web,checkout,,
U103654,2025-12-16,Ethnic Wear,Mobile App,view,,
U103654,2025-12-10,Footwear,Mobile Web,view,,
U103654,2025-12-10,Footwear,Mobile Web,add_to_cart,,
U103654,2025-12-25,Kids,Mobile App,view,,
U103655,2025-11-03,Western Wear,Mobile Web,view,,
U103655,2025-12-07,Footwear,Mobile App,view,,
U103656,2025-12-31,Western Wear,Mobile App,view,,
U103656,2025-12-30,Beauty,Mobile App,view,,
U103656,2025-12-27,Kids,Mobile App,view,,
U103656,2025-12-21,Accessories,Mobile Web,view,,
U103656,2025-12-29,Accessories,Mobile App,view,,
U103656,2025-12-28,Beauty,Mobile Web,view,,
U103656,2025-12-28,Beauty,Mobile Web,add_to_cart,,
U103656,2025-12-28,Beauty,Mobile Web,checkout,,
U103656,2025-12-28,Beauty,Mobile Web,purchase,2671.76,0.0
U103656,2025-12-22,Footwear,Mobile App,view,,
U103656,2025-12-31,Accessories,Mobile App,view,,
U103656,2025-12-31,Accessories,Mobile App,add_to_cart,,
U103656,2025-12-25,Kids,Mobile App,view,,
U103656,2025-12-29,Western Wear,Desktop,view,,
U103656,2025-12-23,Footwear,Mobile App,view,,
U103656,2025-12-23,Footwear,Mobile App,add_to_cart,,
U103656,2025-12-23,Footwear,Mobile App,checkout,,
U103656,2025-12-23,Footwear,Mobile App,purchase,1371.83,1.0
U103657,2025-09-26,Beauty,Mobile App,view,,
U103657,2025-09-26,Beauty,Mobile App,add_to_cart,,
U103657,2025-07-09,Accessories,Mobile App,view,,
U103657,2025-09-15,Footwear,Mobile App,view,,
U103657,2025-10-07,Footwear,Mobile App,view,,
U103658,2025-07-29,Accessories,Desktop,view,,
U103658,2025-07-29,Accessories,Desktop,add_to_cart,,
U103658,2025-11-25,Footwear,Mobile App,view,,
U103659,2025-12-27,Western Wear,Mobile App,view,,
U103659,2025-12-27,Western Wear,Mobile App,add_to_cart,,
U103659,2025-12-27,Western Wear,Mobile App,checkout,,
U103659,2025-12-28,Western Wear,Mobile App,view,,
U103659,2025-12-31,Footwear,Mobile App,view,,
U103659,2025-12-30,Western Wear,Mobile App,view,,
U103659,2025-12-30,Ethnic Wear,Desktop,view,,
U103659,2025-12-30,Ethnic Wear,Desktop,add_to_cart,,
U103659,2025-12-29,Ethnic Wear,Mobile Web,view,,
U103659,2025-12-29,Beauty,Mobile App,view,,
U103660,2025-09-13,Ethnic Wear,Mobile Web,view,,
U103660,2025-09-13,Ethnic Wear,Mobile Web,add_to_cart,,
U103660,2025-08-28,Western Wear,Mobile App,view,,
U103660,2025-11-12,Ethnic Wear,Mobile Web,view,,
U103660,2025-11-24,Kids,Desktop,view,,
U103660,2025-08-21,Western Wear,Mobile App,view,,
U103660,2025-09-11,Kids,Mobile App,view,,
U103660,2025-09-02,Western Wear,Mobile App,view,,
U103660,2025-09-02,Western Wear,Mobile App,add_to_cart,,
U103660,2025-09-02,Western Wear,Mobile App,checkout,,
U103660,2025-09-02,Western Wear,Mobile App,purchase,1687.91,0.0
U103661,2025-05-17,Accessories,Mobile App,view,,
U103662,2025-04-21,Kids,Desktop,view,,
U103662,2025-07-19,Accessories,Mobile App,view,,
U103663,2025-10-22,Kids,Mobile Web,view,,
U103664,2025-12-21,Kids,Mobile App,view,,
U103664,2025-12-19,Western Wear,Mobile App,view,,
U103664,2025-12-19,Western Wear,Mobile App,add_to_cart,,
U103664,2025-12-20,Ethnic Wear,Mobile App,view,,
U103664,2025-12-20,Ethnic Wear,Mobile App,add_to_cart,,
U103664,2025-12-19,Footwear,Mobile App,view,,
U103664,2025-12-19,Footwear,Mobile App,add_to_cart,,
U103664,2025-12-19,Footwear,Mobile App,checkout,,
U103664,2025-12-31,Ethnic Wear,Mobile App,view,,
U103664,2025-12-26,Beauty,Mobile App,view,,
U103665,2025-07-29,Ethnic Wear,Mobile App,view,,
U103666,2025-10-12,Ethnic Wear,Mobile App,view,,
U103666,2025-10-26,Kids,Mobile App,view,,
U103666,2025-10-17,Accessories,Mobile App,view,,
U103666,2025-10-17,Accessories,Mobile App,add_to_cart,,
U103666,2025-11-28,Western Wear,Mobile App,view,,
U103667,2025-08-03,Kids,Mobile App,view,,
U103667,2025-11-29,Kids,Mobile App,view,,
U103667,2025-11-29,Kids,Mobile App,add_to_cart,,
U103667,2025-11-29,Kids,Mobile App,checkout,,
U103667,2025-04-19,Kids,Mobile App,view,,
U103667,2025-04-19,Kids,Mobile App,add_to_cart,,
U103667,2025-04-19,Kids,Mobile App,checkout,,
U103667,2025-04-19,Kids,Mobile App,purchase,642.14,0.0
U103668,2025-12-31,Kids,Mobile App,view,,
U103668,2025-09-22,Beauty,Mobile App,view,,
U103669,2025-12-25,Ethnic Wear,Mobile App,view,,
U103670,2025-12-24,Footwear,Desktop,view,,
U103670,2025-07-28,Western Wear,Mobile App,view,,
U103670,2025-07-28,Western Wear,Mobile App,add_to_cart,,
U103670,2025-12-29,Western Wear,Mobile Web,view,,
U103670,2025-12-27,Footwear,Mobile App,view,,
U103670,2025-12-27,Footwear,Mobile App,add_to_cart,,
U103670,2025-12-20,Footwear,Desktop,view,,
U103670,2025-10-21,Beauty,Mobile App,view,,
U103671,2025-12-19,Accessories,Mobile App,view,,
U103671,2025-12-15,Footwear,Mobile App,view,,
U103671,2025-12-15,Footwear,Mobile App,add_to_cart,,
U103672,2025-06-07,Footwear,Mobile App,view,,
U103672,2025-06-07,Footwear,Mobile App,add_to_cart,,
U103672,2025-06-07,Footwear,Mobile App,checkout,,
U103672,2025-06-07,Footwear,Mobile App,purchase,2594.17,0.0
U103672,2025-06-03,Ethnic Wear,Mobile Web,view,,
U103672,2025-06-03,Ethnic Wear,Mobile Web,add_to_cart,,
U103672,2025-06-03,Ethnic Wear,Mobile Web,checkout,,
U103672,2025-06-03,Ethnic Wear,Mobile Web,purchase,2314.9,0.0
U103672,2025-06-04,Accessories,Mobile Web,view,,
U103672,2025-06-11,Accessories,Mobile Web,view,,
U103672,2025-04-07,Footwear,Mobile App,view,,
U103672,2025-04-07,Footwear,Mobile App,add_to_cart,,
U103673,2025-12-28,Ethnic Wear,Mobile App,view,,
U103673,2025-12-28,Ethnic Wear,Mobile App,add_to_cart,,
U103673,2025-12-28,Ethnic Wear,Mobile App,checkout,,
U103673,2025-12-28,Ethnic Wear,Mobile App,purchase,1464.44,1.0
U103673,2025-11-09,Footwear,Mobile App,view,,
U103673,2025-11-21,Western Wear,Mobile App,view,,
U103675,2025-12-08,Ethnic Wear,Mobile App,view,,
U103675,2025-12-08,Ethnic Wear,Mobile App,add_to_cart,,
U103675,2025-12-20,Accessories,Mobile App,view,,
U103675,2025-12-16,Kids,Mobile App,view,,
U103675,2025-12-04,Western Wear,Mobile App,view,,
U103675,2025-12-30,Footwear,Mobile App,view,,
U103676,2025-11-28,Kids,Mobile App,view,,
U103676,2025-11-24,Accessories,Desktop,view,,
U103676,2025-12-11,Beauty,Mobile App,view,,
U103677,2025-10-10,Kids,Mobile App,view,,
U103677,2025-10-10,Kids,Mobile App,add_to_cart,,
U103677,2025-10-10,Kids,Mobile App,checkout,,
U103677,2025-09-02,Accessories,Mobile Web,view,,
U103677,2025-08-31,Accessories,Desktop,view,,
U103677,2025-07-17,Accessories,Mobile Web,view,,
U103677,2025-07-17,Accessories,Mobile Web,add_to_cart,,
U103677,2025-07-17,Accessories,Mobile Web,checkout,,
U103677,2025-11-27,Ethnic Wear,Mobile Web,view,,
U103677,2025-11-27,Ethnic Wear,Mobile Web,add_to_cart,,
U103677,2025-11-27,Ethnic Wear,Mobile Web,checkout,,
U103677,2025-11-27,Ethnic Wear,Mobile Web,purchase,481.14,0.0
U103677,2025-07-24,Accessories,Mobile App,view,,
U103678,2025-10-09,Beauty,Mobile App,view,,
U103678,2025-09-03,Ethnic Wear,Mobile Web,view,,
U103678,2025-06-20,Beauty,Mobile App,view,,
U103678,2025-06-20,Beauty,Mobile App,add_to_cart,,
U103678,2025-06-05,Footwear,Mobile App,view,,
U103678,2025-06-05,Footwear,Mobile App,add_to_cart,,
U103678,2025-06-05,Footwear,Mobile App,checkout,,
U103678,2025-06-05,Footwear,Mobile App,purchase,628.86,0.0
U103678,2025-12-28,Beauty,Mobile App,view,,
U103678,2025-10-02,Accessories,Desktop,view,,
U103679,2025-10-17,Accessories,Mobile App,view,,
U103679,2025-09-11,Footwear,Mobile App,view,,
U103679,2025-06-09,Ethnic Wear,Mobile Web,view,,
U103680,2025-12-05,Western Wear,Desktop,view,,
U103680,2025-10-29,Western Wear,Mobile App,view,,
U103681,2025-04-15,Footwear,Mobile Web,view,,
U103681,2025-04-15,Footwear,Mobile Web,add_to_cart,,
U103681,2025-11-13,Western Wear,Mobile App,view,,
U103681,2025-04-19,Kids,Mobile App,view,,
U103681,2025-12-23,Footwear,Mobile App,view,,
U103681,2025-12-23,Footwear,Mobile App,add_to_cart,,
U103681,2025-12-23,Footwear,Mobile App,checkout,,
U103682,2025-10-27,Footwear,Mobile App,view,,
U103682,2025-05-21,Ethnic Wear,Desktop,view,,
U103682,2025-11-22,Ethnic Wear,Mobile App,view,,
U103682,2025-05-17,Accessories,Mobile Web,view,,
U103683,2025-07-20,Accessories,Mobile App,view,,
U103683,2025-07-20,Accessories,Mobile App,add_to_cart,,
U103683,2025-07-20,Accessories,Mobile App,checkout,,
U103683,2025-09-12,Accessories,Mobile App,view,,
U103684,2025-07-08,Kids,Mobile Web,view,,
U103684,2025-12-23,Western Wear,Mobile App,view,,
U103684,2025-12-23,Western Wear,Mobile App,add_to_cart,,
U103684,2025-05-21,Kids,Mobile Web,view,,
U103685,2025-08-11,Beauty,Mobile App,view,,
U103685,2025-10-09,Accessories,Mobile Web,view,,
U103685,2025-07-02,Beauty,Mobile App,view,,
U103685,2025-12-11,Footwear,Mobile App,view,,
U103685,2025-12-11,Footwear,Mobile App,add_to_cart,,
U103685,2025-12-11,Footwear,Mobile App,checkout,,
U103685,2025-12-11,Footwear,Mobile App,purchase,918.34,1.0
U103685,2025-11-04,Western Wear,Mobile App,view,,
U103686,2025-08-22,Accessories,Desktop,view,,
U103686,2025-08-28,Ethnic Wear,Mobile Web,view,,
U103686,2025-04-28,Ethnic Wear,Desktop,view,,
U103686,2025-04-28,Ethnic Wear,Desktop,add_to_cart,,
U103686,2025-05-07,Beauty,Mobile App,view,,
U103686,2025-05-07,Beauty,Mobile App,add_to_cart,,
U103686,2025-05-07,Beauty,Mobile App,checkout,,
U103686,2025-05-07,Beauty,Mobile App,purchase,259.12,0.0
U103687,2025-12-10,Kids,Mobile Web,view,,
U103687,2025-12-10,Kids,Mobile Web,add_to_cart,,
U103687,2025-12-15,Kids,Mobile App,view,,
U103687,2025-12-15,Beauty,Mobile App,view,,
U103687,2025-12-15,Beauty,Mobile App,add_to_cart,,
U103687,2025-12-15,Beauty,Mobile App,checkout,,
U103687,2025-12-15,Beauty,Mobile App,purchase,653.28,0.0
U103687,2025-12-11,Footwear,Mobile Web,view,,
U103688,2025-11-13,Footwear,Mobile App,view,,
U103688,2025-11-12,Kids,Mobile Web,view,,
U103688,2025-12-31,Western Wear,Desktop,view,,
U103688,2025-12-20,Ethnic Wear,Desktop,view,,
U103688,2025-12-20,Ethnic Wear,Desktop,add_to_cart,,
U103688,2025-12-20,Ethnic Wear,Desktop,checkout,,
U103688,2025-12-20,Ethnic Wear,Desktop,purchase,1263.14,1.0
U103689,2025-07-26,Ethnic Wear,Mobile Web,view,,
U103689,2025-07-26,Ethnic Wear,Mobile Web,add_to_cart,,
U103689,2025-07-26,Ethnic Wear,Mobile Web,checkout,,
U103689,2025-07-26,Ethnic Wear,Mobile Web,purchase,3197.42,0.0
U103689,2025-05-30,Accessories,Mobile Web,view,,
U103689,2025-11-14,Ethnic Wear,Mobile App,view,,
U103689,2025-06-01,Kids,Mobile App,view,,
U103690,2025-11-30,Kids,Mobile Web,view,,
U103690,2025-11-30,Kids,Mobile Web,add_to_cart,,
U103690,2025-11-30,Kids,Mobile Web,checkout,,
U103690,2025-11-30,Kids,Mobile Web,purchase,1874.6,0.0
U103690,2025-11-02,Kids,Mobile App,view,,
U103690,2025-11-02,Kids,Mobile App,add_to_cart,,
U103690,2025-12-05,Beauty,Mobile App,view,,
U103690,2025-12-17,Ethnic Wear,Mobile App,view,,
U103691,2025-10-22,Western Wear,Mobile App,view,,
U103691,2025-12-20,Kids,Mobile App,view,,
U103691,2025-12-20,Kids,Mobile App,add_to_cart,,
U103691,2025-12-20,Kids,Mobile App,checkout,,
U103691,2025-12-18,Kids,Mobile App,view,,
U103691,2025-12-30,Footwear,Mobile Web,view,,
U103691,2025-08-31,Western Wear,Mobile App,view,,
U103691,2025-08-31,Western Wear,Mobile App,add_to_cart,,
U103691,2025-08-31,Western Wear,Mobile App,checkout,,
U103691,2025-08-31,Western Wear,Mobile App,purchase,1002.26,0.0
U103692,2025-10-06,Accessories,Mobile App,view,,
U103692,2025-12-15,Kids,Mobile App,view,,
U103692,2025-12-15,Kids,Mobile App,add_to_cart,,
U103693,2025-05-17,Beauty,Mobile Web,view,,
U103693,2025-09-07,Footwear,Mobile App,view,,
U103693,2025-09-07,Footwear,Mobile App,add_to_cart,,
U103693,2025-09-07,Footwear,Mobile App,checkout,,
U103693,2025-09-07,Footwear,Mobile App,purchase,2417.24,0.0
U103694,2025-05-22,Ethnic Wear,Mobile App,view,,
U103694,2025-05-22,Ethnic Wear,Mobile App,view,,
U103694,2025-05-22,Ethnic Wear,Mobile App,add_to_cart,,
U103694,2025-05-22,Ethnic Wear,Mobile App,checkout,,
U103694,2025-05-22,Ethnic Wear,Mobile App,purchase,1464.17,0.0
U103694,2025-08-15,Kids,Mobile App,view,,
U103694,2025-11-27,Kids,Mobile Web,view,,
U103694,2025-11-27,Kids,Mobile Web,add_to_cart,,
U103694,2025-03-27,Accessories,Mobile App,view,,
U103695,2025-12-07,Ethnic Wear,Desktop,view,,
U103695,2025-12-09,Accessories,Mobile Web,view,,
U103695,2025-12-19,Ethnic Wear,Mobile App,view,,
U103695,2025-12-19,Ethnic Wear,Mobile App,add_to_cart,,
U103695,2025-12-19,Ethnic Wear,Mobile App,checkout,,
U103695,2025-12-19,Ethnic Wear,Mobile App,purchase,2076.86,0.0
U103695,2025-09-09,Accessories,Mobile App,view,,
U103696,2025-08-13,Accessories,Mobile App,view,,
U103696,2025-10-18,Western Wear,Desktop,view,,
U103696,2025-11-24,Ethnic Wear,Mobile App,view,,
U103697,2025-11-15,Beauty,Desktop,view,,
U103697,2025-10-08,Ethnic Wear,Desktop,view,,
U103697,2025-10-08,Ethnic Wear,Desktop,add_to_cart,,
U103697,2025-10-08,Ethnic Wear,Desktop,checkout,,
U103697,2025-10-08,Ethnic Wear,Desktop,purchase,3504.55,0.0
U103697,2025-09-20,Western Wear,Mobile Web,view,,
U103697,2025-09-20,Western Wear,Mobile Web,add_to_cart,,
U103698,2025-12-01,Ethnic Wear,Mobile App,view,,
U103698,2025-11-22,Kids,Mobile App,view,,
U103698,2025-12-18,Ethnic Wear,Mobile Web,view,,
U103698,2025-12-18,Ethnic Wear,Mobile Web,add_to_cart,,
U103698,2025-12-18,Ethnic Wear,Mobile Web,checkout,,
U103698,2025-12-18,Ethnic Wear,Mobile Web,purchase,672.84,0.0
U103699,2025-10-08,Accessories,Mobile Web,view,,
U103700,2025-05-30,Footwear,Mobile Web,view,,
U103700,2025-05-30,Footwear,Mobile Web,add_to_cart,,
U103700,2025-05-30,Footwear,Mobile Web,checkout,,
U103700,2025-05-30,Footwear,Mobile Web,purchase,1007.35,0.0
U103700,2025-12-31,Kids,Mobile App,view,,
U103700,2025-12-31,Kids,Mobile App,add_to_cart,,
U103700,2025-08-10,Kids,Mobile App,view,,
U103700,2025-08-10,Kids,Mobile App,add_to_cart,,
U103700,2025-08-10,Kids,Mobile App,checkout,,
U103700,2025-08-10,Kids,Mobile App,purchase,1247.41,0.0
U103700,2025-08-09,Western Wear,Mobile App,view,,
U103701,2025-11-17,Footwear,Desktop,view,,
U103701,2025-11-17,Footwear,Desktop,add_to_cart,,
U103701,2025-11-17,Footwear,Desktop,checkout,,
U103701,2025-10-21,Ethnic Wear,Mobile Web,view,,
U103701,2025-08-06,Western Wear,Mobile App,view,,
U103701,2025-10-03,Accessories,Mobile Web,view,,
U103701,2025-07-06,Footwear,Mobile App,view,,
U103701,2025-10-19,Kids,Mobile Web,view,,
U103702,2025-03-10,Footwear,Mobile App,view,,
U103702,2025-10-22,Footwear,Mobile App,view,,
U103702,2025-11-21,Accessories,Mobile Web,view,,
U103702,2025-07-28,Beauty,Mobile App,view,,
U103702,2025-07-28,Beauty,Mobile App,add_to_cart,,
U103702,2025-07-28,Beauty,Mobile App,checkout,,
U103702,2025-07-28,Beauty,Mobile App,purchase,895.2,0.0
U103702,2025-07-27,Ethnic Wear,Mobile App,view,,
U103702,2025-04-08,Footwear,Mobile App,view,,
U103702,2025-04-08,Footwear,Mobile App,add_to_cart,,
U103702,2025-04-08,Footwear,Mobile App,checkout,,
U103703,2025-10-27,Accessories,Mobile App,view,,
U103703,2025-10-27,Accessories,Mobile App,add_to_cart,,
U103703,2025-10-27,Accessories,Mobile App,checkout,,
U103704,2025-12-17,Beauty,Mobile App,view,,
U103704,2025-10-14,Footwear,Mobile App,view,,
U103704,2025-10-14,Footwear,Mobile App,add_to_cart,,
U103704,2025-12-15,Footwear,Mobile App,view,,
U103704,2025-11-16,Kids,Desktop,view,,
U103705,2025-05-23,Beauty,Mobile App,view,,
U103705,2025-12-06,Footwear,Mobile App,view,,
U103705,2025-03-13,Beauty,Mobile App,view,,
U103705,2025-04-06,Kids,Mobile App,view,,
U103705,2025-12-30,Accessories,Mobile App,view,,
U103706,2025-11-29,Western Wear,Mobile App,view,,
U103706,2025-07-09,Kids,Mobile App,view,,
U103706,2025-07-16,Western Wear,Mobile App,view,,
U103706,2025-07-16,Western Wear,Mobile App,add_to_cart,,
U103706,2025-07-16,Western Wear,Mobile App,checkout,,
U103706,2025-07-16,Western Wear,Mobile App,purchase,1683.4,0.0
U103706,2025-11-13,Footwear,Mobile App,view,,
U103706,2025-08-10,Footwear,Desktop,view,,
U103707,2025-02-14,Accessories,Mobile Web,view,,
U103707,2025-05-01,Accessories,Desktop,view,,
U103707,2025-04-19,Western Wear,Mobile App,view,,
U103707,2025-04-19,Western Wear,Mobile App,add_to_cart,,
U103707,2025-04-19,Western Wear,Mobile App,checkout,,
U103707,2025-04-19,Western Wear,Mobile App,purchase,1968.2,1.0
U103707,2025-11-08,Kids,Mobile App,view,,
U103707,2025-11-04,Accessories,Mobile App,view,,
U103709,2025-09-29,Accessories,Mobile App,view,,
U103709,2025-10-04,Western Wear,Mobile App,view,,
U103710,2025-11-21,Ethnic Wear,Mobile Web,view,,
U103710,2025-10-24,Accessories,Mobile Web,view,,
U103710,2025-10-24,Accessories,Mobile Web,add_to_cart,,
U103710,2025-10-24,Accessories,Mobile Web,checkout,,
U103710,2025-10-24,Accessories,Mobile Web,purchase,1334.99,0.0
U103710,2025-12-21,Western Wear,Desktop,view,,
U103710,2025-11-10,Beauty,Desktop,view,,
U103710,2025-10-26,Accessories,Mobile App,view,,
U103710,2025-10-26,Accessories,Mobile App,add_to_cart,,
U103711,2025-12-28,Western Wear,Mobile App,view,,
U103711,2025-12-23,Footwear,Mobile App,view,,
U103712,2025-09-23,Footwear,Mobile App,view,,
U103712,2025-08-02,Accessories,Mobile App,view,,
U103712,2025-12-09,Ethnic Wear,Mobile App,view,,
U103713,2025-09-18,Accessories,Mobile App,view,,
U103713,2025-12-28,Accessories,Mobile App,view,,
U103714,2025-06-23,Western Wear,Mobile App,view,,
U103714,2025-07-08,Ethnic Wear,Mobile Web,view,,
U103714,2025-05-08,Western Wear,Mobile App,view,,
U103714,2025-05-08,Western Wear,Mobile App,add_to_cart,,
U103714,2025-05-08,Western Wear,Mobile App,checkout,,
U103715,2025-12-25,Beauty,Mobile App,view,,
U103715,2025-12-15,Accessories,Mobile App,view,,
U103715,2025-12-15,Accessories,Mobile App,add_to_cart,,
U103715,2025-12-15,Accessories,Mobile App,checkout,,
U103715,2025-12-15,Accessories,Mobile App,purchase,741.49,0.0
U103716,2025-10-24,Footwear,Mobile App,view,,
U103716,2025-09-26,Ethnic Wear,Mobile App,view,,
U103716,2025-09-26,Ethnic Wear,Mobile App,add_to_cart,,
U103716,2025-08-18,Beauty,Mobile Web,view,,
U103716,2025-11-11,Western Wear,Mobile Web,view,,
U103716,2025-11-11,Western Wear,Mobile Web,add_to_cart,,
U103716,2025-11-11,Western Wear,Mobile Web,checkout,,
U103716,2025-11-11,Western Wear,Mobile Web,purchase,787.84,1.0
U103717,2025-08-28,Kids,Mobile App,view,,
U103717,2025-09-18,Beauty,Mobile App,view,,
U103717,2025-09-18,Beauty,Mobile App,add_to_cart,,
U103717,2025-09-18,Beauty,Mobile App,checkout,,
U103717,2025-09-18,Beauty,Mobile App,purchase,1733.91,0.0
U103717,2025-05-28,Beauty,Mobile App,view,,
U103718,2025-11-07,Beauty,Mobile Web,view,,
U103718,2025-11-10,Kids,Mobile App,view,,
U103718,2025-11-01,Western Wear,Desktop,view,,
U103718,2025-11-01,Western Wear,Desktop,add_to_cart,,
U103718,2025-11-01,Western Wear,Desktop,checkout,,
U103718,2025-11-01,Western Wear,Desktop,purchase,2557.48,0.0
U103719,2025-11-16,Kids,Mobile App,view,,
U103719,2025-12-16,Beauty,Desktop,view,,
U103719,2025-11-30,Kids,Mobile App,view,,
U103720,2025-07-03,Kids,Mobile App,view,,
U103720,2025-07-03,Kids,Mobile App,add_to_cart,,
U103720,2025-07-03,Kids,Mobile App,checkout,,
U103720,2025-07-03,Kids,Mobile App,purchase,2909.33,0.0
U103720,2025-12-09,Beauty,Mobile Web,view,,
U103720,2025-04-20,Accessories,Mobile App,view,,
U103720,2025-04-20,Accessories,Mobile App,add_to_cart,,
U103721,2025-12-04,Footwear,Mobile App,view,,
U103721,2025-12-29,Beauty,Mobile App,view,,
U103721,2025-12-29,Beauty,Mobile App,add_to_cart,,
U103721,2025-12-29,Beauty,Mobile App,checkout,,
U103721,2025-12-29,Beauty,Mobile App,purchase,829.08,0.0
U103721,2025-12-18,Kids,Mobile Web,view,,
U103721,2025-12-18,Kids,Mobile Web,add_to_cart,,
U103721,2025-11-09,Kids,Mobile App,view,,
U103721,2025-12-08,Footwear,Mobile App,view,,
U103721,2025-12-08,Footwear,Mobile App,add_to_cart,,
U103722,2025-12-29,Kids,Mobile App,view,,
U103723,2025-12-11,Western Wear,Desktop,view,,
U103723,2025-03-15,Accessories,Mobile App,view,,
U103724,2025-12-17,Western Wear,Mobile App,view,,
U103725,2025-12-28,Beauty,Mobile App,view,,
U103725,2025-12-27,Accessories,Mobile App,view,,
U103725,2025-12-27,Accessories,Mobile App,add_to_cart,,
U103725,2025-12-23,Western Wear,Desktop,view,,
U103725,2025-12-23,Western Wear,Desktop,add_to_cart,,
U103725,2025-12-23,Western Wear,Desktop,checkout,,
U103726,2025-12-06,Kids,Mobile Web,view,,
U103726,2025-12-06,Kids,Mobile Web,add_to_cart,,
U103726,2025-12-30,Ethnic Wear,Mobile App,view,,
U103726,2025-12-30,Ethnic Wear,Mobile App,add_to_cart,,
U103726,2025-12-30,Ethnic Wear,Mobile App,checkout,,
U103726,2025-12-30,Ethnic Wear,Mobile App,purchase,692.54,1.0
U103726,2025-11-18,Accessories,Mobile App,view,,
U103726,2025-11-03,Ethnic Wear,Mobile App,view,,
U103726,2025-11-03,Ethnic Wear,Mobile App,add_to_cart,,
U103726,2025-11-03,Ethnic Wear,Mobile App,checkout,,
U103726,2025-11-03,Ethnic Wear,Mobile App,purchase,517.75,0.0
U103726,2025-11-01,Accessories,Desktop,view,,
U103726,2025-11-01,Accessories,Desktop,add_to_cart,,
U103726,2025-11-01,Accessories,Desktop,checkout,,
U103728,2025-12-26,Accessories,Mobile Web,view,,
U103728,2025-12-19,Beauty,Mobile App,view,,
U103728,2025-11-25,Kids,Mobile App,view,,
U103728,2025-11-25,Kids,Mobile App,add_to_cart,,
U103728,2025-10-11,Ethnic Wear,Desktop,view,,
U103728,2025-10-11,Ethnic Wear,Desktop,add_to_cart,,
U103728,2025-10-11,Ethnic Wear,Desktop,checkout,,
U103728,2025-11-03,Kids,Mobile App,view,,
U103729,2025-08-21,Beauty,Mobile App,view,,
U103729,2025-09-11,Ethnic Wear,Mobile App,view,,
U103729,2025-12-01,Accessories,Mobile App,view,,
U103729,2025-10-12,Footwear,Mobile App,view,,
U103729,2025-09-01,Accessories,Mobile App,view,,
U103729,2025-08-29,Kids,Mobile App,view,,
U103729,2025-08-29,Kids,Mobile App,add_to_cart,,
U103729,2025-08-29,Kids,Mobile App,checkout,,
U103729,2025-08-29,Kids,Mobile App,purchase,2263.34,1.0
U103729,2025-11-12,Kids,Mobile App,view,,
U103730,2025-10-23,Western Wear,Mobile App,view,,
U103730,2025-09-27,Ethnic Wear,Mobile App,view,,
U103730,2025-12-18,Footwear,Mobile App,view,,
U103730,2025-11-05,Ethnic Wear,Mobile App,view,,
U103730,2025-11-05,Ethnic Wear,Mobile App,add_to_cart,,
U103730,2025-11-05,Ethnic Wear,Mobile App,checkout,,
U103730,2025-11-05,Ethnic Wear,Mobile App,purchase,440.02,0.0
U103730,2025-10-12,Footwear,Mobile Web,view,,
U103731,2025-12-30,Footwear,Mobile App,view,,
U103731,2025-12-30,Western Wear,Mobile App,view,,
