user_id,signup_date,region,device_pref,acquisition_channel,signup_month
U103591,2025-02-14,North,Mobile Web,Paid Social,2025-02
U103592,2025-03-02,East,Mobile Web,Influencer,2025-03
U103593,2025-03-24,West,Mobile Web,Paid Social,2025-03
U103594,2025-05-03,South,Mobile App,Paid Social,2025-05
U103595,2025-12-24,West,Mobile App,Referral,2025-12
U103596,2025-01-16,South,Desktop,Influencer,2025-01
U103597,2025-03-07,North,Mobile App,Email/Push,2025-03
U103598,2025-05-25,East,Mobile App,Influencer,2025-05
U103599,2025-06-11,East,Mobile Web,Paid Social,2025-06
U103600,2025-08-22,North,Mobile App,Paid Social,2025-08
U103601,2025-05-24,North,Mobile App,Influencer,2025-05
U103602,2025-12-24,West,Mobile App,Influencer,2025-12
U103603,2025-07-07,West,Mobile App,Referral,2025-07
U103604,2025-11-18,East,Mobile App,Paid Social,2025-11
U103605,2025-01-13,North,Desktop,Paid Social,2025-01
U103606,2025-07-03,West,Mobile Web,Influencer,2025-07
U103607,2025-04-21,West,Mobile Web,Paid Social,2025-04
U103608,2025-10-17,South,Mobile App,Referral,2025-10
U103609,2025-10-22,West,Mobile App,Email/Push,2025-10
U103610,2025-08-03,West,Mobile App,Referral,2025-08
U103611,2025-04-30,West,Mobile App,Paid Social,2025-04
U103612,2025-02-24,West,Mobile App,Paid Social,2025-02
U103613,2025-01-27,East,Mobile App,Paid Social,2025-01
U103614,2025-04-28,East,Mobile App,Referral,2025-04
U103615,2025-08-09,South,Mobile App,Organic Search,2025-08
U103616,2025-08-19,East,Desktop,Paid Social,2025-08
U103617,2025-02-22,West,Mobile App,Paid Social,2025-02
U103618,2025-10-22,West,Mobile App,Paid Social,2025-10
U103619,2025-11-17,South,Mobile App,Email/Push,2025-11
U103620,2025-08-21,South,Mobile App,Influencer,2025-08
U103621,2025-06-07,South,Mobile App,Organic Search,2025-06
U103622,2025-09-26,East,Mobile App,Email/Push,2025-09
U103623,2025-01-21,East,Mobile App,Referral,2025-01
U103624,2025-02-22,North,Mobile App,Referral,2025-02
U103625,2025-10-02,South,Mobile Web,Referral,2025-10
U103626,2025-11-09,North,Mobile App,Referral,2025-11
U103627,2025-10-08,North,Mobile App,Paid Social,2025-10
U103628,2025-08-02,West,Mobile App,Organic Search,2025-08
U103629,2025-01-31,North,Mobile App,Influencer,2025-01
U103630,2025-12-03,South,Mobile Web,Paid Social,2025-12
U103631,2025-07-02,North,Mobile App,Paid Social,2025-07
U103632,2025-01-23,North,Mobile App,Paid Social,2025-01
U103633,2025-02-01,East,Mobile App,Paid Social,2025-02
U103634,2025-03-15,South,Mobile Web,Paid Social,2025-03
U103635,2025-01-10,West,Mobile App,Referral,2025-01
U103636,2025-02-23,South,Desktop,Paid Social,2025-02
U103637,2025-02-21,North,Mobile App,Paid Social,2025-02
U103638,2025-05-28,South,Mobile Web,Influencer,2025-05
U103639,2025-06-09,East,Desktop,Referral,2025-06
U103640,2025-01-14,South,Mobile Web,Paid Social,2025-01
U103641,2025-06-27,West,Mobile App,Organic Search,2025-06
U103642,2025-02-22,East,Mobile App,Referral,2025-02
U103643,2025-12-01,South,Mobile App,Influencer,2025-12
U103644,2025-01-22,West,Mobile App,Paid Social,2025-01
U103645,2025-01-30,West,Mobile App,Email/Push,2025-01
U103646,2025-07-10,South,Mobile Web,Influencer,2025-07
U103647,2025-09-17,North,Mobile App,Influencer,2025-09
U103648,2025-07-24,East,Mobile App,Paid Social,2025-07
U103649,2025-02-28,South,Mobile Web,Paid Social,2025-02
U103650,2025-09-21,West,Mobile App,Paid Social,2025-09
U103651,2025-01-12,South,Mobile Web,Paid Social,2025-01
U103652,2025-04-29,North,Desktop,Paid Social,2025-04
U103653,2025-10-17,West,Desktop,Paid Social,2025-10
U103654,2025-12-04,West,Mobile Web,Referral,2025-12
U103655,2025-09-05,North,Mobile App,Paid Social,2025-09
U103656,2025-12-20,West,Mobile App,Paid Social,2025-12
U103657,2025-05-07,South,Mobile App,Email/Push,2025-05
U103658,2025-03-16,South,Mobile App,Paid Social,2025-03
U103659,2025-12-27,West,Mobile App,Organic Search,2025-12
U103660,2025-07-23,South,Mobile Web,Referral,2025-07
U103661,2025-02-18,North,Mobile App,Email/Push,2025-02
U103662,2025-03-20,South,Mobile App,Influencer,2025-03
U103663,2025-08-29,East,Mobile Web,Organic Search,2025-08
U103664,2025-12-15,North,Mobile App,Email/Push,2025-12
U103665,2025-06-03,South,Mobile App,Organic Search,2025-06
U103666,2025-10-01,East,Mobile App,Referral,2025-10
U103667,2025-04-06,South,Mobile Web,Paid Social,2025-04
U103668,2025-08-02,East,Mobile App,Referral,2025-08
U103669,2025-10-21,West,Mobile Web,Organic Search,2025-10
U103670,2025-07-28,South,Mobile App,Organic Search,2025-07
U103671,2025-12-09,South,Mobile Web,Referral,2025-12
U103672,2025-03-29,North,Mobile App,Paid Social,2025-03
U103673,2025-11-02,East,Mobile App,Paid Social,2025-11
U103674,2025-09-21,West,Mobile App,Referral,2025-09
U103675,2025-11-21,South,Mobile App,Paid Social,2025-11
U103676,2025-11-16,South,Mobile App,Organic Search,2025-11
U103677,2025-06-06,South,Mobile Web,Referral,2025-06
U103678,2025-06-05,South,Mobile App,Email/Push,2025-06
U103679,2025-05-19,North,Mobile App,Paid Social,2025-05
U103680,2025-05-01,West,Mobile App,Organic Search,2025-05
U103681,2025-03-06,South,Mobile App,Paid Social,2025-03
U103682,2025-04-17,East,Mobile App,Organic Search,2025-04
U103683,2025-05-27,South,Desktop,Paid Social,2025-05
U103684,2025-05-17,South,Mobile Web,Referral,2025-05
U103685,2025-06-11,North,Mobile Web,Referral,2025-06
U103686,2025-04-10,East,Mobile Web,Paid Social,2025-04
U103687,2025-12-04,North,Mobile App,Referral,2025-12
U103688,2025-11-03,North,Mobile Web,Organic Search,2025-11
U103689,2025-05-21,South,Mobile App,Paid Social,2025-05
U103690,2025-03-24,East,Mobile App,Organic Search,2025-03
U103691,2025-06-26,North,Mobile App,Organic Search,2025-06
U103692,2025-07-17,North,Mobile App,Paid Social,2025-07
U103693,2025-04-22,West,Mobile App,Referral,2025-04
U103694,2025-02-25,West,Mobile App,Influencer,2025-02
U103695,2025-06-28,North,Mobile App,Influencer,2025-06
U103696,2025-07-05,East,Mobile Web,Organic Search,2025-07
U103697,2025-08-06,South,Mobile App,Paid Social,2025-08
U103698,2025-11-12,East,Mobile App,Influencer,2025-11
U103699,2025-08-05,West,Mobile Web,Paid Social,2025-08
U103700,2025-04-30,North,Mobile App,Referral,2025-04
U103701,2025-06-24,East,Mobile Web,Influencer,2025-06
U103702,2025-01-23,South,Mobile Web,Influencer,2025-01
U103703,2025-08-01,South,Mobile App,Organic Search,2025-08
U103704,2025-08-23,East,Mobile App,Email/Push,2025-08
U103705,2025-01-13,West,Mobile App,Referral,2025-01
U103706,2025-04-11,North,Mobile App,Organic Search,2025-04
U103707,2025-01-24,North,Mobile App,Referral,2025-01
U103708,2025-12-30,North,Mobile App,Paid Social,2025-12
U103709,2025-01-11,West,Mobile App,Organic Search,2025-01
U103710,2025-09-30,East,Mobile App,Influencer,2025-09
U103711,2025-10-08,East,Mobile App,Paid Social,2025-10
U103712,2025-04-04,North,Mobile Web,Organic Search,2025-04
U103713,2025-07-20,West,Mobile App,Organic Search,2025-07
U103714,2025-01-21,West,Mobile Web,Organic Search,2025-01
U103715,2025-12-06,East,Mobile App,Organic Search,2025-12
U103716,2025-07-30,South,Mobile Web,Email/Push,2025-07
U103717,2025-05-20,North,Mobile App,Paid Social,2025-05
U103718,2025-10-20,South,Mobile App,Referral,2025-10
U103719,2025-10-25,East,Mobile App,Referral,2025-10
U103720,2025-04-11,North,Mobile App,Organic Search,2025-04
U103721,2025-10-31,East,Mobile App,Paid Social,2025-10
U103722,2025-12-25,South,Mobile App,Organic Search,2025-12
U103723,2025-01-28,East,Mobile App,Email/Push,2025-01
U103724,2025-02-10,South,Mobile App,Organic Search,2025-02
U103725,2025-12-21,North,Mobile App,Referral,2025-12
U103726,2025-10-30,South,Mobile App,Email/Push,2025-10
U103727,2025-05-26,South,Mobile App,Influencer,2025-05
U103728,2025-09-13,North,Desktop,Referral,2025-09
U103729,2025-08-15,West,Mobile App,Email/Push,2025-08
U103730,2025-08-24,North,Mobile Web,Paid Social,2025-08
U103731,2025-12-27,South,Mobile App,Influencer,2025-12
U103732,2025-01-13,North,Mobile App,Organic Search,2025-01
U103733,2025-07-29,North,Mobile App,Organic Search,2025-07
U103734,2025-08-17,South,Mobile App,Organic Search,2025-08
U103735,2025-04-10,North,Desktop,Paid Social,2025-04
U103736,2025-01-31,South,Mobile App,Paid Social,2025-01
U103737,2025-01-16,North,Mobile App,Paid Social,2025-01
U103738,2025-05-17,East,Mobile App,Paid Social,2025-05
U103739,2025-11-25,North,Mobile App,Paid Social,2025-11
U103740,2025-06-15,North,Mobile App,Influencer,2025-06
U103741,2025-11-06,South,Mobile App,Paid Social,2025-11
U103742,2025-04-10,West,Mobile App,Organic Search,2025-04
U103743,2025-04-19,East,Mobile App,Referral,2025-04
U103744,2025-12-09,East,Mobile App,Paid Social,2025-12
U103745,2025-06-22,North,Desktop,Email/Push,2025-06
U103746,2025-08-25,West,Mobile App,Influencer,2025-08
U103747,2025-06-11,North,Mobile Web,Paid Social,2025-06
U103748,2025-08-04,North,Mobile App,Email/Push,2025-08
U103749,2025-09-21,East,Mobile App,Referral,2025-09
U103750,2025-09-20,South,Desktop,Paid Social,2025-09
U103751,2025-10-19,West,Mobile Web,Referral,2025-10
U103752,2025-10-01,North,Mobile App,Referral,2025-10
U103753,2025-01-03,West,Mobile App,Organic Search,2025-01
U103754,2025-01-28,East,Mobile App,Referral,2025-01
U103755,2025-11-22,South,Mobile Web,Paid Social,2025-11
U103756,2025-05-29,North,Mobile App,Email/Push,2025-05
U103757,2025-01-28,North,Mobile Web,Influencer,2025-01
U103758,2025-11-06,West,Mobile App,Referral,2025-11
U103759,2025-03-06,South,Mobile App,Paid Social,2025-03
U103760,2025-12-22,East,Desktop,Organic Search,2025-12
U103761,2025-01-21,West,Desktop,Referral,2025-01
U103762,2025-09-09,North,Mobile App,Influencer,2025-09
U103763,2025-08-23,South,Mobile Web,Email/Push,2025-08
U103764,2025-08-15,East,Mobile Web,Influencer,2025-08
U103765,2025-01-13,North,Mobile Web,Organic Search,2025-01
U103766,2025-11-09,North,Desktop,Influencer,2025-11
U103767,2025-02-18,South,Mobile App,Paid Social,2025-02
U103768,2025-04-28,South,Mobile Web,Organic Search,2025-04
U103769,2025-02-23,East,Mobile Web,Paid Social,2025-02
U103770,2025-05-18,North,Mobile App,Influencer,2025-05
U103771,2025-02-22,West,Mobile App,Email/Push,2025-02
U103772,2025-02-13,North,Mobile App,Paid Social,2025-02
U103773,2025-10-30,East,Mobile Web,Organic Search,2025-10
U103774,2025-02-22,South,Mobile Web,Email/Push,2025-02
U103775,2025-03-15,North,Mobile App,Organic Search,2025-03
U103776,2025-02-15,North,Mobile App,Organic Search,2025-02
U103777,2025-01-13,West,Mobile App,Organic Search,2025-01
U103778,2025-06-14,West,Mobile App,Referral,2025-06
U103779,2025-04-12,South,Mobile App,Email/Push,2025-04
U103780,2025-10-07,South,Mobile App,Organic Search,2025-10
U103781,2025-09-15,South,Mobile Web,Paid Social,2025-09
U103782,2025-12-03,North,Mobile App,Paid Social,2025-12
U103783,2025-12-22,East,Desktop,Paid Social,2025-12
U103784,2025-05-18,West,Mobile App,Organic Search,2025-05
U103785,2025-06-12,South,Desktop,Email/Push,2025-06
U103786,2025-04-21,West,Mobile App,Referral,2025-04
U103787,2025-04-12,North,Mobile Web,Email/Push,2025-04
U103788,2025-01-17,East,Mobile App,Influencer,2025-01
U103789,2025-09-25,South,Mobile App,Organic Search,2025-09
U103790,2025-07-01,South,Mobile App,Organic Search,2025-07
U103791,2025-01-24,South,Mobile App,Referral,2025-01
U103792,2025-01-29,North,Mobile Web,Paid Social,2025-01
U103793,2025-06-20,East,Mobile App,Organic Search,2025-06
U103794,2025-08-16,East,Desktop,Organic Search,2025-08
U103795,2025-07-07,South,Mobile App,Referral,2025-07
U103796,2025-12-12,West,Desktop,Organic Search,2025-12
U103797,2025-08-18,South,Mobile App,Paid Social,2025-08
U103798,2025-11-17,East,Mobile App,Organic Search,2025-11
U103799,2025-12-06,North,Mobile App,Organic Search,2025-12
U103800,2025-04-29,North,Desktop,Paid Social,2025-04
U103801,2025-06-05,South,Mobile App,Referral,2025-06
U103802,2025-09-29,South,Mobile App,Paid Social,2025-09
U103803,2025-06-24,East,Mobile App,Influencer,2025-06
U103804,2025-04-14,South,Mobile App,Paid Social,2025-04
U103805,2025-04-02,North,Mobile App,Organic Search,2025-04
U103806,2025-07-05,South,Mobile App,Organic Search,2025-07
U103807,2025-10-10,East,Mobile Web,Paid Social,2025-10
U103808,2025-06-30,East,Mobile App,Organic Search,2025-06
U103809,2025-06-19,North,Desktop,Referral,2025-06
U103810,2025-07-06,North,Mobile App,Paid Social,2025-07
U103811,2025-06-24,East,Mobile App,Paid Social,2025-06
U103812,2025-08-10,North,Desktop,Organic Search,2025-08
U103813,2025-08-21,North,Mobile App,Paid Social,2025-08
U103814,2025-06-11,North,Mobile App,Referral,2025-06
U103815,2025-05-14,South,Mobile Web,Influencer,2025-05
U103816,2025-08-12,South,Mobile App,Paid Social,2025-08
U103817,2025-06-02,East,Mobile App,Organic Search,2025-06
U103818,2025-02-02,South,Mobile App,Organic Search,2025-02
U103819,2025-02-24,East,Mobile App,Referral,2025-02
U103820,2025-01-07,North,Mobile App,Paid Social,2025-01
U103821,2025-09-01,West,Mobile App,Organic Search,2025-09
U103822,2025-11-09,South,Mobile App,Paid Social,2025-11
U103823,2025-05-06,South,Mobile Web,Paid Social,2025-05
U103824,2025-01-12,North,Mobile App,Organic Search,2025-01
U103825,2025-01-16,North,Mobile Web,Paid Social,2025-01
U103826,2025-07-27,South,Mobile App,Paid Social,2025-07
U103827,2025-02-12,East,Mobile Web,Paid Social,2025-02
U103828,2025-05-15,North,Desktop,Paid Social,2025-05
U103829,2025-08-16,West,Mobile Web,Paid Social,2025-08
U103830,2025-04-21,West,Mobile Web,Paid Social,2025-04
U103831,2025-11-03,South,Mobile App,Paid Social,2025-11
U103832,2025-06-09,West,Mobile App,Influencer,2025-06
U103833,2025-11-27,North,Mobile App,Paid Social,2025-11
U103834,2025-09-21,North,Mobile App,Referral,2025-09
U103835,2025-08-13,North,Mobile App,Organic Search,2025-08
U103836,2025-08-05,South,Mobile App,Referral,2025-08
U103837,2025-02-14,North,Mobile App,Paid Social,2025-02
U103838,2025-08-02,West,Desktop,Email/Push,2025-08
U103839,2025-02-28,North,Mobile Web,Influencer,2025-02
U103840,2025-05-12,South,Mobile App,Paid Social,2025-05
U103841,2025-04-14,West,Mobile App,Paid Social,2025-04
U103842,2025-07-14,North,Mobile App,Referral,2025-07
U103843,2025-06-06,North,Mobile App,Email/Push,2025-06
U103844,2025-04-08,East,Mobile App,Organic Search,2025-04
U103845,2025-08-14,North,Mobile App,Organic Search,2025-08
U103846,2025-07-24,North,Mobile App,Paid Social,2025-07
U103847,2025-03-20,North,Mobile App,Organic Search,2025-03
U103848,2025-05-04,South,Mobile Web,Paid Social,2025-05
U103849,2025-08-06,West,Mobile App,Organic Search,2025-08
U103850,2025-01-04,West,Mobile App,Paid Social,2025-01
U103851,2025-03-31,South,Mobile Web,Paid Social,2025-03
U103852,2025-04-14,South,Mobile Web,Referral,2025-04
U103853,2025-04-29,South,Mobile App,Referral,2025-04
U103854,2025-05-13,West,Mobile Web,Paid Social,2025-05
U103855,2025-11-08,North,Desktop,Influencer,2025-11
U103856,2025-04-06,South,Desktop,Paid Social,2025-04
U103857,2025-11-27,East,Mobile Web,Organic Search,2025-11
U103858,2025-05-23,West,Mobile Web,Referral,2025-05
U103859,2025-10-15,North,Mobile App,Referral,2025-10
U103860,2025-01-28,North,Mobile Web,Influencer,2025-01
U103861,2025-10-05,North,Mobile Web,Paid Social,2025-10
U103862,2025-08-21,North,Mobile App,Paid Social,2025-08
U103863,2025-01-17,East,Mobile App,Referral,2025-01
U103864,2025-02-28,East,Mobile Web,Paid Social,2025-02
U103865,2025-03-31,East,Desktop,Paid Social,2025-03
U103866,2025-07-18,North,Mobile App,Organic Search,2025-07
U103867,2025-12-28,North,Mobile App,Organic Search,2025-12
U103868,2025-01-26,North,Mobile App,Organic Search,2025-01
U103869,2025-01-25,South,Mobile App,Paid Social,2025-01
U103870,2025-10-28,West,Mobile App,Paid Social,2025-10
U103871,2025-12-05,North,Mobile App,Paid Social,2025-12
U103872,2025-09-24,North,Mobile App,Organic Search,2025-09
U103873,2025-06-30,South,Mobile Web,Paid Social,2025-06
U103874,2025-12-26,South,Mobile App,Influencer,2025-12
U103875,2025-03-09,South,Mobile App,Paid Social,2025-03
U103876,2025-12-17,West,Mobile App,Influencer,2025-12
U103877,2025-11-17,North,Mobile App,Organic Search,2025-11
U103878,2025-02-18,East,Mobile Web,Paid Social,2025-02
U103879,2025-06-24,South,Mobile App,Paid Social,2025-06
U103880,2025-02-21,South,Mobile App,Paid Social,2025-02
U103881,2025-04-12,West,Mobile App,Organic Search,2025-04
U103882,2025-08-04,North,Mobile App,Organic Search,2025-08
U103883,2025-07-07,East,Mobile Web,Referral,2025-07
U103884,2025-02-26,North,Mobile App,Organic Search,2025-02
U103885,2025-02-16,South,Mobile Web,Referral,2025-02
U103886,2025-06-08,West,Mobile App,Organic Search,2025-06
U103887,2025-06-23,West,Mobile App,Paid Social,2025-06
U103888,2025-08-30,West,Mobile Web,Influencer,2025-08
U103889,2025-10-09,South,Desktop,Influencer,2025-10
U103890,2025-08-29,North,Desktop,Email/Push,2025-08
U103891,2025-01-05,East,Mobile App,Paid Social,2025-01
U103892,2025-03-25,East,Mobile App,Influencer,2025-03
U103893,2025-11-04,North,Desktop,Influencer,2025-11
U103894,2025-12-27,South,Mobile App,Referral,2025-12
U103895,2025-09-05,West,Mobile Web,Organic Search,2025-09
U103896,2025-02-23,South,Mobile Web,Email/Push,2025-02
U103897,2025-06-10,South,Desktop,Email/Push,2025-06
U103898,2025-08-14,West,Desktop,Referral,2025-08
U103899,2025-01-15,North,Mobile App,Organic Search,2025-01
U103900,2025-08-12,North,Mobile App,Influencer,2025-08
U103901,2025-03-02,East,Mobile App,Paid Social,2025-03
U103902,2025-05-02,South,Mobile App,Paid Social,2025-05
U103903,2025-10-04,East,Mobile App,Email/Push,2025-10
U103904,2025-02-15,North,Mobile App,Influencer,2025-02
U103905,2025-10-21,North,Mobile Web,Email/Push,2025-10
U103906,2025-03-03,North,Desktop,Organic Search,2025-03
U103907,2025-03-27,West,Mobile App,Organic Search,2025-03
U103908,2025-07-29,South,Mobile App,Email/Push,2025-07
U103909,2025-03-19,South,Mobile Web,Paid Social,2025-03
U103910,2025-07-21,North,Desktop,Referral,2025-07
U103911,2025-10-29,North,Mobile Web,Organic Search,2025-10
U103912,2025-08-11,South,Mobile App,Paid Social,2025-08
U103913,2025-08-10,North,Desktop,Paid Social,2025-08
U103914,2025-01-03,South,Mobile App,Organic Search,2025-01
U103915,2025-01-06,South,Desktop,Organic Search,2025-01
U103916,2025-04-03,East,Desktop,Paid Social,2025-04
U103917,2025-01-08,East,Desktop,Organic Search,2025-01
U103918,2025-08-23,South,Mobile App,Organic Search,2025-08
U103919,2025-04-18,North,Desktop,Referral,2025-04
U103920,2025-06-10,East,Mobile App,Paid Social,2025-06
U103921,2025-07-28,East,Mobile App,Referral,2025-07
U103922,2025-08-28,North,Mobile Web,Paid Social,2025-08
U103923,2025-11-27,West,Mobile App,Paid Social,2025-11
U103924,2025-11-29,North,Mobile App,Paid Social,2025-11
U103925,2025-02-19,North,Mobile Web,Referral,2025-02
U103926,2025-01-11,North,Mobile Web,Paid Social,2025-01
U103927,2025-12-17,West,Mobile Web,Paid Social,2025-12
U103928,2025-06-05,South,Mobile App,Paid Social,2025-06
U103929,2025-03-11,West,Mobile Web,Email/Push,2025-03
U103930,2025-06-18,North,Mobile App,Influencer,2025-06
U103931,2025-09-29,South,Mobile Web,Paid Social,2025-09
U103932,2025-03-09,South,Mobile App,Paid Social,2025-03
U103933,2025-12-21,West,Mobile Web,Email/Push,2025-12
U103934,2025-09-09,North,Mobile App,Paid Social,2025-09
U103935,2025-02-17,North,Desktop,Paid Social,2025-02
U103936,2025-07-03,North,Mobile App,Paid Social,2025-07
U103937,2025-11-16,West,Mobile Web,Email/Push,2025-11
U103938,2025-07-06,South,Mobile App,Referral,2025-07
U103939,2025-03-31,South,Mobile Web,Paid Social,2025-03
U103940,2025-11-28,South,Mobile App,Paid Social,2025-11
U103941,2025-05-19,West,Mobile App,Email/Push,2025-05
U103942,2025-12-23,West,Mobile App,Organic Search,2025-12
U103943,2025-03-30,East,Mobile Web,Organic Search,2025-03
U103944,2025-10-01,South,Mobile App,Paid Social,2025-10
U103945,2025-01-19,North,Mobile App,Referral,2025-01
U103946,2025-11-07,West,Mobile App,Paid Social,2025-11
U103947,2025-12-24,South,Mobile Web,Influencer,2025-12
U103948,2025-06-03,North,Mobile App,Paid Social,2025-06
U103949,2025-09-17,South,Desktop,Paid Social,2025-09
U103950,2025-04-18,West,Desktop,Organic Search,2025-04
U103951,2025-10-12,South,Mobile App,Influencer,2025-10
U103952,2025-02-28,South,Mobile App,Organic Search,2025-02
U103953,2025-05-05,West,Mobile Web,Paid Social,2025-05
U103954,2025-12-20,South,Desktop,Organic Search,2025-12
U103955,2025-09-30,North,Mobile Web,Referral,2025-09
U103956,2025-04-17,West,Mobile App,Referral,2025-04
U103957,2025-10-26,West,Mobile App,Organic Search,2025-10
U103958,2025-09-02,West,Mobile App,Paid Social,2025-09
U103959,2025-12-02,East,Mobile App,Organic Search,2025-12
U103960,2025-09-04,South,Mobile App,Paid Social,2025-09
U103961,2025-01-08,West,Mobile App,Email/Push,2025-01
U103962,2025-05-21,North,Mobile App,Organic Search,2025-05
U103963,2025-12-28,West,Mobile App,Organic Search,2025-12
U103964,2025-01-08,West,Mobile App,Paid Social,2025-01
U103965,2025-12-18,East,Mobile App,Paid Social,2025-12
U103966,2025-04-04,West,Desktop,Organic Search,2025-04
U103967,2025-11-17,West,Mobile App,Paid Social,2025-11
U103968,2025-02-08,North,Mobile App,Influencer,2025-02
U103969,2025-03-22,East,Mobile App,Organic Search,2025-03
U103970,2025-07-06,North,Mobile App,Paid Social,2025-07
U103971,2025-03-25,South,Mobile App,Paid Social,2025-03
U103972,2025-03-29,North,Mobile App,Referral,2025-03
U103973,2025-08-30,South,Mobile App,Paid Social,2025-08
U103974,2025-12-08,West,Desktop,Organic Search,2025-12
U103975,2025-04-03,West,Mobile App,Organic Search,2025-04
U103976,2025-03-27,South,Mobile App,Paid Social,2025-03
U103977,2025-02-13,South,Mobile Web,Referral,2025-02
U103978,2025-05-17,South,Mobile App,Referral,2025-05
U103979,2025-03-15,West,Mobile Web,Email/Push,2025-03
U103980,2025-02-05,South,Mobile App,Organic Search,2025-02
U103981,2025-04-11,East,Mobile App,Organic Search,2025-04
U103982,2025-06-05,West,Mobile App,Paid Social,2025-06
U103983,2025-09-12,South,Desktop,Organic Search,2025-09
U103984,2025-06-20,West,Mobile App,Paid Social,2025-06
U103985,2025-08-04,West,Mobile App,Referral,2025-08
U103986,2025-06-19,West,Mobile App,Paid Social,2025-06
U103987,2025-09-09,North,Mobile App,Organic Search,2025-09
U103988,2025-12-26,South,Desktop,Paid Social,2025-12
U103989,2025-11-18,West,Mobile App,Referral,2025-11
U103990,2025-02-24,South,Desktop,Organic Search,2025-02
U103991,2025-04-01,East,Mobile App,Organic Search,2025-04
U103992,2025-10-05,North,Desktop,Email/Push,2025-10
U103993,2025-04-11,North,Mobile App,Referral,2025-04
U103994,2025-06-04,South,Desktop,Paid Social,2025-06
U103995,2025-12-15,South,Mobile App,Organic Search,2025-12
U103996,2025-12-30,South,Mobile Web,Organic Search,2025-12
U103997,2025-05-21,South,Mobile Web,Influencer,2025-05
U103998,2025-06-22,South,Mobile App,Influencer,2025-06
U103999,2025-01-10,East,Mobile Web,Paid Social,2025-01
U104000,2025-08-16,East,Mobile Web,Influencer,2025-08
U104001,2025-09-22,South,Desktop,Paid Social,2025-09
U104002,2025-09-05,South,Mobile App,Influencer,2025-09
U104003,2025-09-04,North,Mobile App,Paid Social,2025-09
U104004,2025-06-04,South,Desktop,Paid Social,2025-06
U104005,2025-02-03,South,Mobile App,Influencer,2025-02
U104006,2025-05-09,South,Mobile App,Organic Search,2025-05
U104007,2025-06-09,South,Desktop,Email/Push,2025-06
U104008,2025-03-30,East,Mobile App,Paid Social,2025-03
U104009,2025-04-03,North,Mobile App,Organic Search,2025-04
U104010,2025-11-23,West,Mobile App,Referral,2025-11
U104011,2025-08-29,North,Desktop,Paid Social,2025-08
U104012,2025-11-19,West,Desktop,Paid Social,2025-11
U104013,2025-04-27,South,Desktop,Paid Social,2025-04
U104014,2025-04-04,South,Mobile Web,Email/Push,2025-04
U104015,2025-06-12,North,Mobile App,Influencer,2025-06
U104016,2025-04-09,North,Mobile App,Organic Search,2025-04
U104017,2025-04-23,North,Mobile App,Paid Social,2025-04
U104018,2025-12-25,North,Mobile App,Paid Social,2025-12
U104019,2025-04-01,East,Mobile App,Organic Search,2025-04
U104020,2025-12-12,South,Desktop,Email/Push,2025-12
U104021,2025-07-25,East,Mobile Web,Referral,2025-07
U104022,2025-01-17,North,Mobile App,Organic Search,2025-01
U104023,2025-10-01,West,Desktop,Organic Search,2025-10
U104024,2025-06-22,South,Desktop,Email/Push,2025-06
U104025,2025-04-26,North,Mobile Web,Organic Search,2025-04
U104026,2025-12-15,South,Mobile App,Email/Push,2025-12
U104027,2025-06-30,North,Mobile App,Paid Social,2025-06
U104028,2025-04-01,North,Mobile App,Referral,2025-04
U104029,2025-03-23,South,Mobile App,Referral,2025-03
U104030,2025-11-20,East,Mobile App,Referral,2025-11
U104031,2025-04-24,West,Desktop,Organic Search,2025-04
U104032,2025-09-14,South,Mobile App,Paid Social,2025-09
U104033,2025-02-27,West,Mobile App,Paid Social,2025-02
U104034,2025-06-03,West,Mobile App,Email/Push,2025-06
U104035,2025-04-26,West,Mobile App,Paid Social,2025-04
U104036,2025-12-09,South,Mobile App,Email/Push,2025-12
U104037,2025-09-23,North,Mobile App,Referral,2025-09
U104038,2025-11-11,North,Desktop,Organic Search,2025-11
U104039,2025-07-22,East,Mobile App,Email/Push,2025-07
U104040,2025-02-10,South,Mobile Web,Influencer,2025-02
U104041,2025-04-15,North,Mobile App,Organic Search,2025-04
U104042,2025-07-12,South,Mobile App,Paid Social,2025-07
U104043,2025-10-05,North,Mobile App,Influencer,2025-10
U104044,2025-12-20,East,Mobile Web,Influencer,2025-12
U104045,2025-08-25,North,Desktop,Influencer,2025-08
U104046,2025-08-09,East,Mobile App,Referral,2025-08
U104047,2025-03-09,West,Mobile App,Paid Social,2025-03
U104048,2025-07-16,North,Mobile App,Influencer,2025-07
U104049,2025-09-13,South,Mobile Web,Paid Social,2025-09
U104050,2025-05-19,East,Mobile App,Paid Social,2025-05
U104051,2025-11-08,North,Mobile App,Paid Social,2025-11
U104052,2025-05-29,North,Mobile App,Paid Social,2025-05
U104053,2025-04-09,South,Mobile App,Organic Search,2025-04
U104054,2025-03-17,South,Desktop,Paid Social,2025-03
U104055,2025-10-09,South,Mobile Web,Paid Social,2025-10
U104056,2025-04-19,North,Mobile App,Paid Social,2025-04
U104057,2025-07-07,South,Mobile App,Referral,2025-07
U104058,2025-07-18,North,Mobile App,Organic Search,2025-07
U104059,2025-10-30,West,Mobile App,Organic Search,2025-10
U104060,2025-11-23,South,Mobile Web,Influencer,2025-11
U104061,2025-06-03,West,Mobile App,Organic Search,2025-06
